deck_list,players
"<input name=""c"" type=""hidden"" value=""9 Forest||8 Mountain||3 Bonecrusher Giant||2 Embercleave||2 Redcap Melee||4 Questing Beast||2 Fabled Passage||3 Lovestruck Beast||4 Pelt Collector||4 Stomping Ground||2 Chandra, Awakened Inferno||2 Shifting Ceratops||2 Voracious Hydra||3 Skarrgan Hellkite||3 Cindervines||4 Gruul Spellbreaker||4 Zhur-Taa Goblin||3 Collision-Colossus||2 Nissa, Who Shakes the World||3 Paradise Druid||3 Domri, Anarch of Bolas||3 Domri's Ambush||""/>","<a class=""player"" href=""search?player=Kevin+Duong"">Kevin Duong</a>"
"<input name=""c"" type=""hidden"" value=""9 Forest||9 Mountain||4 Bonecrusher Giant||4 Embercleave||4 Questing Beast||2 Fabled Passage||2 Embereth Shieldbreaker||3 Lava Coil||3 Kraul Harpooner||4 Pelt Collector||4 Stomping Ground||2 Fry||4 Shifting Ceratops||2 Thrashing Brontodon||2 Cindervines||4 Gruul Spellbreaker||4 Zhur-Taa Goblin||1 Collision-Colossus||2 Nissa, Who Shakes the World||3 Paradise Druid||3 Domri's Ambush||""/>","<a class=""player"" href=""search?player=Pasi+Poikela"">Pasi Poikela</a>"
"<input name=""c"" type=""hidden"" value=""10 Island||4 Mountain||4 Brazen Borrower||4 Gadwick, the Wizened||3 Mystical Dispute||4 Bonecrusher Giant||2 Embercleave||2 Scorching Dragonfire||1 The Royal Scions||2 Castle Vantress||1 Fabled Passage||2 Lava Coil||4 Ionize||4 Steam Vents||4 Opt||4 Temple of Epiphany||1 Disdainful Stroke||3 Aether Gust||4 Brineborn Cutthroat||2 Flame Sweep||2 Fry||2 Negate||2 Quench||2 Ral's Outburst||2 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Brandon+Banks"">Brandon Banks</a>"
"<input name=""c"" type=""hidden"" value=""8 Island||4 Mountain||4 Brazen Borrower||4 Gadwick, the Wizened||4 Mystical Dispute||4 Bonecrusher Giant||1 Embercleave||2 Scorching Dragonfire||1 The Royal Scions||2 Castle Vantress||2 Fabled Passage||3 Lava Coil||4 Ionize||4 Steam Vents||4 Opt||4 Temple of Epiphany||1 Disdainful Stroke||2 Aether Gust||4 Brineborn Cutthroat||2 Chandra, Awakened Inferno||3 Negate||3 Quench||2 Skarrgan Hellkite||2 Ral's Outburst||1 Blast Zone||""/>","<a class=""player"" href=""search?player=Joshua+Reedy"">Joshua Reedy</a>"
"<input name=""c"" type=""hidden"" value=""2 Shock||9 Island||4 Mountain||1 Grafdigger's Cage||4 Brazen Borrower||4 Gadwick, the Wizened||2 Mystical Dispute||4 Bonecrusher Giant||2 Embercleave||3 Castle Vantress||2 Fabled Passage||2 Lava Coil||4 Ionize||1 Ral, Izzet Viceroy||4 Steam Vents||4 Opt||4 Temple of Epiphany||1 Disdainful Stroke||2 Aether Gust||4 Brineborn Cutthroat||3 Flame Sweep||4 Negate||2 Quench||2 Ral's Outburst||1 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=jumpingjack17"">jumpingjack17</a>"
"<input name=""c"" type=""hidden"" value=""9 Island||4 Mountain||4 Brazen Borrower||4 Gadwick, the Wizened||4 Mystical Dispute||4 Bonecrusher Giant||1 Embercleave||2 Scorching Dragonfire||2 Castle Vantress||2 Fabled Passage||2 Lava Coil||4 Ionize||4 Steam Vents||4 Opt||4 Temple of Epiphany||1 Disdainful Stroke||4 Brineborn Cutthroat||3 Flame Sweep||2 Negate||3 Quench||2 Skarrgan Hellkite||2 Neheb, Dreadhorde Champion||3 Ral's Outburst||1 Blast Zone||""/>","<a class=""player"" href=""search?player=Kade+Cantergiani"">Kade Cantergiani</a>"
"<input name=""c"" type=""hidden"" value=""9 Island||4 Mountain||4 Brazen Borrower||4 Gadwick, the Wizened||4 Mystical Dispute||4 Bonecrusher Giant||1 Embercleave||3 Scorching Dragonfire||2 Castle Vantress||2 Fabled Passage||2 Lava Coil||4 Ionize||4 Steam Vents||4 Opt||4 Temple of Epiphany||1 Aether Gust||4 Brineborn Cutthroat||2 Chandra, Awakened Inferno||3 Flame Sweep||3 Negate||3 Quench||3 Ral's Outburst||1 Blast Zone||""/>","<a class=""player"" href=""search?player=Maximilian+Krebs"">Maximilian Krebs</a>"
"<input name=""c"" type=""hidden"" value=""9 Island||4 Mountain||4 Brazen Borrower||4 Gadwick, the Wizened||3 Mystical Dispute||4 Bonecrusher Giant||2 Scorching Dragonfire||2 Castle Vantress||3 Fabled Passage||3 Lava Coil||4 Ionize||2 Niv-Mizzet, Parun||4 Steam Vents||4 Opt||4 Temple of Epiphany||2 Aether Gust||4 Brineborn Cutthroat||2 Flame Sweep||2 Negate||3 Quench||2 Skarrgan Hellkite||3 Ral's Outburst||1 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Robert+Berni"">Robert Berni</a>"
"<input name=""c"" type=""hidden"" value=""3 Shock||7 Island||5 Mountain||4 Brazen Borrower||2 Gadwick, the Wizened||4 Mystical Dispute||4 Bonecrusher Giant||4 Scorching Dragonfire||3 Castle Vantress||3 Fabled Passage||2 Chemister's Insight||2 Sinister Sabotage||2 Lava Coil||4 Ionize||4 Leyline of the Void||4 Steam Vents||4 Opt||4 Temple of Epiphany||2 Aether Gust||4 Brineborn Cutthroat||2 Chandra, Awakened Inferno||2 Narset, Parter of Veils||""/>","<a class=""player"" href=""search?player=TeamGreed"">TeamGreed</a>"
"<input name=""c"" type=""hidden"" value=""2 Shock||10 Island||4 Mountain||4 Brazen Borrower||4 Gadwick, the Wizened||2 Mystical Dispute||4 Bonecrusher Giant||1 The Royal Scions||2 Castle Vantress||2 Fabled Passage||3 Lava Coil||4 Ionize||1 Ral, Izzet Viceroy||4 Steam Vents||4 Opt||4 Temple of Epiphany||3 Aether Gust||4 Brineborn Cutthroat||3 Flame Sweep||3 Negate||3 Quench||3 Ral's Outburst||1 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Thunderr22"">Thunderr22</a>"
"<input name=""c"" type=""hidden"" value=""2 Shock||10 Island||4 Mountain||4 Brazen Borrower||3 Gadwick, the Wizened||3 Mystical Dispute||4 Bonecrusher Giant||1 The Royal Scions||1 Castle Vantress||2 Fabled Passage||3 Lava Coil||4 Ionize||4 Steam Vents||4 Opt||4 Temple of Epiphany||2 Aether Gust||4 Brineborn Cutthroat||2 Spectral Sailor||3 Flame Sweep||4 Negate||3 Quench||3 Ral's Outburst||1 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Tony+Houston+Norton"">Tony Houston Norton</a>"
"<input name=""c"" type=""hidden"" value=""3 Shock||8 Island||4 Mountain||4 Brazen Borrower||4 Gadwick, the Wizened||4 Mystical Dispute||4 Bonecrusher Giant||2 Castle Vantress||2 Fabled Passage||3 Lava Coil||2 Crackling Drake||4 Ionize||4 Steam Vents||4 Opt||3 Temple of Epiphany||3 Aether Gust||4 Brineborn Cutthroat||2 Flame Sweep||2 Negate||3 Quench||3 Ral's Outburst||1 Blast Zone||2 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=utared"">utared</a>"
"<input name=""c"" type=""hidden"" value=""2 Shock||9 Island||4 Mountain||4 Brazen Borrower||4 Gadwick, the Wizened||3 Mystical Dispute||4 Bonecrusher Giant||1 Embercleave||1 Scorching Dragonfire||2 The Royal Scions||2 Castle Vantress||2 Fabled Passage||3 Lava Coil||4 Ionize||4 Steam Vents||4 Opt||4 Temple of Epiphany||1 Disdainful Stroke||4 Brineborn Cutthroat||2 Chandra, Awakened Inferno||1 Flame Sweep||3 Negate||3 Quench||3 Ral's Outburst||1 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Vincent+Reiter"">Vincent Reiter</a>"
"<input name=""c"" type=""hidden"" value=""9 Island||4 Mountain||4 Brazen Borrower||4 Gadwick, the Wizened||4 Mystical Dispute||4 Bonecrusher Giant||2 Scorching Dragonfire||2 Castle Vantress||2 Fabled Passage||3 Lava Coil||4 Ionize||4 Steam Vents||4 Opt||4 Temple of Epiphany||4 Brineborn Cutthroat||3 Flame Sweep||3 Negate||3 Quench||2 Skarrgan Hellkite||2 Neheb, Dreadhorde Champion||3 Ral's Outburst||1 Blast Zone||""/>","<a class=""player"" href=""search?player=Andrew+Cuneo"">Andrew Cuneo</a>"
"<input name=""c"" type=""hidden"" value=""4 Shock||9 Island||5 Mountain||4 Brazen Borrower||3 Gadwick, the Wizened||3 Mystical Dispute||4 Bonecrusher Giant||2 Castle Vantress||1 Fabled Passage||1 Sinister Sabotage||4 Lava Coil||4 Ionize||2 Niv-Mizzet, Parun||4 Steam Vents||4 Opt||4 Temple of Epiphany||2 Aether Gust||4 Brineborn Cutthroat||1 Flame Sweep||3 Negate||3 Quench||2 God-Eternal Kefnet||2 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Antonino+De+Rosa"">Antonino De Rosa</a>"
"<input name=""c"" type=""hidden"" value=""2 Shock||9 Island||4 Mountain||4 Brazen Borrower||4 Gadwick, the Wizened||2 Mystical Dispute||4 Bonecrusher Giant||2 Embercleave||2 The Royal Scions||2 Castle Vantress||2 Fabled Passage||4 Lava Coil||4 Ionize||4 Steam Vents||4 Opt||4 Temple of Epiphany||1 Disdainful Stroke||2 Aether Gust||4 Brineborn Cutthroat||2 Flame Sweep||2 Negate||2 Quench||2 Ral's Outburst||1 Blast Zone||2 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Beedaawg"">Beedaawg</a>"
"<input name=""c"" type=""hidden"" value=""9 Island||4 Mountain||4 Brazen Borrower||4 Gadwick, the Wizened||4 Mystical Dispute||4 Bonecrusher Giant||1 Embercleave||3 Scorching Dragonfire||2 Castle Vantress||2 Fabled Passage||2 Lava Coil||4 Ionize||4 Steam Vents||4 Opt||4 Temple of Epiphany||1 Aether Gust||4 Brineborn Cutthroat||3 Flame Sweep||3 Negate||3 Quench||2 Skarrgan Hellkite||3 Ral's Outburst||1 Blast Zone||""/>","<a class=""player"" href=""search?player=Gabriel+Nassif"">Gabriel Nassif</a>"
"<input name=""c"" type=""hidden"" value=""2 Shock||10 Island||4 Mountain||4 Brazen Borrower||3 Gadwick, the Wizened||2 Mystical Dispute||4 Bonecrusher Giant||1 The Royal Scions||2 Castle Vantress||2 Fabled Passage||3 Lava Coil||4 Ionize||4 Steam Vents||4 Opt||4 Temple of Epiphany||2 Disdainful Stroke||4 Brineborn Cutthroat||1 Spectral Sailor||1 Chandra, Awakened Inferno||3 Flame Sweep||3 Negate||3 Quench||3 Ral's Outburst||2 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Jessica+Estephan"">Jessica Estephan</a>"
"<input name=""c"" type=""hidden"" value=""2 Shock||9 Island||4 Mountain||4 Brazen Borrower||4 Gadwick, the Wizened||2 Mystical Dispute||4 Bonecrusher Giant||2 Embercleave||2 The Royal Scions||2 Castle Vantress||2 Fabled Passage||3 Lava Coil||4 Ionize||4 Steam Vents||4 Opt||4 Temple of Epiphany||2 Aether Gust||4 Brineborn Cutthroat||2 Chandra, Awakened Inferno||3 Flame Sweep||2 Negate||2 Quench||2 Ral's Outburst||1 Blast Zone||1 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Martin+Trossbach"">Martin Trossbach</a>"
"<input name=""c"" type=""hidden"" value=""2 Shock||9 Island||4 Mountain||4 Brazen Borrower||4 Gadwick, the Wizened||2 Mystical Dispute||4 Bonecrusher Giant||2 Embercleave||2 The Royal Scions||2 Castle Vantress||2 Fabled Passage||3 Lava Coil||4 Ionize||4 Steam Vents||4 Opt||4 Temple of Epiphany||2 Aether Gust||4 Brineborn Cutthroat||2 Chandra, Awakened Inferno||3 Flame Sweep||2 Negate||2 Quench||2 Ral's Outburst||1 Blast Zone||1 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Paul+Kuhnert"">Paul Kuhnert</a>"
"<input name=""c"" type=""hidden"" value=""2 Shock||9 Island||4 Mountain||4 Brazen Borrower||4 Gadwick, the Wizened||2 Mystical Dispute||4 Bonecrusher Giant||2 Embercleave||2 The Royal Scions||2 Castle Vantress||2 Fabled Passage||3 Lava Coil||4 Ionize||4 Steam Vents||4 Opt||4 Temple of Epiphany||2 Aether Gust||4 Brineborn Cutthroat||2 Chandra, Awakened Inferno||3 Flame Sweep||2 Negate||2 Quench||2 Ral's Outburst||1 Blast Zone||1 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Philip+Krieger"">Philip Krieger</a>"
"<input name=""c"" type=""hidden"" value=""9 Island||4 Mountain||4 Brazen Borrower||4 Gadwick, the Wizened||4 Mystical Dispute||4 Bonecrusher Giant||1 Embercleave||3 Scorching Dragonfire||2 Castle Vantress||2 Fabled Passage||2 Lava Coil||4 Ionize||4 Steam Vents||4 Opt||4 Temple of Epiphany||1 Aether Gust||4 Brineborn Cutthroat||3 Flame Sweep||3 Negate||3 Quench||2 Skarrgan Hellkite||3 Ral's Outburst||1 Blast Zone||""/>","<a class=""player"" href=""search?player=Shahar+Shenhar"">Shahar Shenhar</a>"
"<input name=""c"" type=""hidden"" value=""2 Shock||9 Island||4 Mountain||4 Brazen Borrower||3 Gadwick, the Wizened||4 Bonecrusher Giant||3 Scorching Dragonfire||1 The Royal Scions||2 Castle Vantress||2 Fabled Passage||3 Lava Coil||4 Ionize||4 Steam Vents||4 Opt||4 Temple of Epiphany||1 Disdainful Stroke||3 Aether Gust||4 Brineborn Cutthroat||2 Spectral Sailor||2 Flame Sweep||3 Negate||3 Quench||2 Ral's Outburst||2 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Shane+Crewe-wyatt"">Shane Crewe-wyatt</a>"
"<input name=""c"" type=""hidden"" value=""9 Island||4 Mountain||4 Brazen Borrower||4 Gadwick, the Wizened||4 Mystical Dispute||4 Bonecrusher Giant||1 Embercleave||3 Scorching Dragonfire||2 Castle Vantress||2 Fabled Passage||2 Lava Coil||4 Ionize||4 Steam Vents||4 Opt||4 Temple of Epiphany||1 Aether Gust||4 Brineborn Cutthroat||3 Flame Sweep||3 Negate||3 Quench||2 Skarrgan Hellkite||3 Ral's Outburst||1 Blast Zone||""/>","<a class=""player"" href=""search?player=William+Jensen"">William Jensen</a>"
"<input name=""c"" type=""hidden"" value=""2 Shock||10 Island||4 Mountain||4 Brazen Borrower||4 Gadwick, the Wizened||2 Mystical Dispute||4 Bonecrusher Giant||2 Castle Vantress||2 Fabled Passage||3 Lava Coil||4 Ionize||4 Steam Vents||4 Opt||4 Temple of Epiphany||3 Aether Gust||4 Brineborn Cutthroat||1 Chandra, Awakened Inferno||3 Flame Sweep||4 Negate||3 Quench||3 Ral's Outburst||1 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Balthiar"">Balthiar</a>"
"<input name=""c"" type=""hidden"" value=""4 Shock||8 Island||7 Mountain||3 Brazen Borrower||2 Redcap Melee||4 Thrill of Possibility||4 Improbable Alliance||3 The Royal Scions||2 Radical Idea||4 Arclight Phoenix||4 Lava Coil||4 Crackling Drake||1 Ral, Izzet Viceroy||3 Discovery-Dispersal||4 Steam Vents||4 Opt||4 Goblin Electromancer||2 Temple of Epiphany||3 Aether Gust||2 Fry||3 Negate||""/>","<a class=""player"" href=""search?player=Charles+Pichon"">Charles Pichon</a>"
"<input name=""c"" type=""hidden"" value=""4 Shock||5 Island||7 Mountain||3 Mystical Dispute||4 Irencrag Pyromancer||2 Merchant of the Vale||4 Thrill of Possibility||1 The Royal Scions||1 Castle Vantress||2 Embereth Shieldbreaker||4 Radical Idea||4 Arclight Phoenix||3 Lava Coil||1 Maximize Velocity||4 Crackling Drake||1 Niv-Mizzet, Parun||4 Steam Vents||4 Opt||4 Goblin Electromancer||4 Temple of Epiphany||2 Disdainful Stroke||2 Aether Gust||1 Chandra, Acolyte of Flame||3 Flame Sweep||2 Fry||""/>","<a class=""player"" href=""search?player=Jo%C3%A3o+Victor+Silva"">Jọo Victor Silva</a>"
"<input name=""c"" type=""hidden"" value=""10 Island||4 Mountain||4 Brazen Borrower||4 Gadwick, the Wizened||4 Mystical Dispute||4 Bonecrusher Giant||1 Embercleave||2 Scorching Dragonfire||1 Castle Vantress||2 Fabled Passage||4 Lava Coil||4 Ionize||1 Niv-Mizzet, Parun||4 Steam Vents||4 Opt||4 Temple of Epiphany||4 Brineborn Cutthroat||1 Chandra, Awakened Inferno||3 Flame Sweep||3 Negate||3 Quench||3 Ral's Outburst||1 Blast Zone||""/>","<a class=""player"" href=""search?player=Teemu+Halonen"">Teemu Halonen</a>"
"<input name=""c"" type=""hidden"" value=""2 Disenchant||2 Island||2 Mountain||1 Plains||4 Hallowed Fountain||4 Mystical Dispute||4 Bonecrusher Giant||4 Fires of Invention||3 Castle Vantress||3 Fabled Passage||3 Kenrith, the Returned King||4 Deafening Clarion||3 Justice Strike||4 Steam Vents||3 Temple of Epiphany||2 Devout Decree||3 Aether Gust||3 Cavalier of Gales||4 Cavalier of Flame||1 Chandra, Awakened Inferno||2 Sacred Foundry||3 Shimmer of Possibility||4 Sphinx of Foresight||3 Temple of Triumph||4 Teferi, Time Raveler||""/>","<a class=""player"" href=""search?player=Lukas+Horosiewicz"">Lukas Horosiewicz</a>"
"<input name=""c"" type=""hidden"" value=""1 Disenchant||2 Island||2 Mountain||1 Plains||4 Hallowed Fountain||4 Mystical Dispute||4 Bonecrusher Giant||4 Fires of Invention||3 Castle Vantress||3 Fabled Passage||2 Kenrith, the Returned King||4 Deafening Clarion||2 Justice Strike||4 Steam Vents||3 Temple of Epiphany||2 Devout Decree||2 Aether Gust||3 Cavalier of Gales||4 Cavalier of Flame||1 Chandra, Awakened Inferno||2 Sacred Foundry||3 Tithe Taker||3 Shimmer of Possibility||4 Sphinx of Foresight||3 Temple of Triumph||1 Solar Blaze||4 Teferi, Time Raveler||""/>","<a class=""player"" href=""search?player=Matthew+Watts"">Matthew Watts</a>"
"<input name=""c"" type=""hidden"" value=""2 Shock||1 Disenchant||1 Island||2 Mountain||1 Plains||4 Hallowed Fountain||1 Realm-Cloaked Giant||2 Brazen Borrower||2 Mystical Dispute||2 Bonecrusher Giant||2 The Royal Scions||1 Castle Ardenvale||1 Castle Vantress||1 Fabled Passage||2 Legion Warboss||4 Deafening Clarion||3 Justice Strike||1 Ral, Izzet Viceroy||4 Steam Vents||1 Temple of Epiphany||3 Devout Decree||2 Aether Gust||1 Agent of Treachery||2 Chandra, Awakened Inferno||1 Rule of Law||4 Sacred Foundry||1 Mass Manipulation||1 Electrodominance||2 Temple of Triumph||1 Ugin, the Ineffable||2 Prison Realm||1 God-Eternal Kefnet||1 Kasmina, Enigmatic Mentor||3 Narset, Parter of Veils||3 Sarkhan the Masterless||2 Dovin's Veto||4 Teferi, Time Raveler||1 Time Wipe||1 Blast Zone||2 Interplanar Beacon||""/>","<a class=""player"" href=""search?player=Chingpai"">Chingpai</a>"
"<input name=""c"" type=""hidden"" value=""5 Forest||2 Mountain||5 Swamp||1 Blood Crypt||4 Foulmire Knight||4 Murderous Rider||3 Order of Midnight||4 Bonecrusher Giant||2 Beanstalk Giant||4 Edgewall Innkeeper||4 Lucky Clover||4 Fabled Passage||1 Garruk, Cursed Huntsman||4 Lovestruck Beast||1 Stomping Ground||2 Temple of Malady||2 Legion's End||2 Noxious Grasp||2 Shifting Ceratops||4 Overgrown Tomb||4 Thrashing Brontodon||4 Duress||1 Ugin, the Ineffable||1 Liliana, Dreadhorde General||3 Casualties of War||2 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Takahashi+Naoya"">Takahashi Naoya</a>"
"<input name=""c"" type=""hidden"" value=""6 Forest||3 Swamp||4 Blood Crypt||4 Cauldron Familiar||4 Gilded Goose||4 Trail of Crumbs||3 Wicked Wolf||4 Witch's Oven||1 Castle Locthwain||3 Fabled Passage||3 Garruk, Cursed Huntsman||1 Lovestruck Beast||1 Korvold, Fae-Cursed King||1 Midnight Reaper||2 Assassin's Trophy||3 Vraska, Golgari Queen||4 Stomping Ground||2 Noxious Grasp||4 Overgrown Tomb||3 Thrashing Brontodon||4 Duress||1 Massacre Girl||4 Paradise Druid||4 Mayhem Devil||2 Disfigure||""/>","<a class=""player"" href=""search?player=bnjy99"">bnjy99</a>"
"<input name=""c"" type=""hidden"" value=""6 Forest||4 Swamp||4 Blood Crypt||4 Cauldron Familiar||3 Murderous Rider||1 Giant Opportunity||4 Gilded Goose||4 Once Upon a Time||4 Trail of Crumbs||3 Wicked Wolf||4 Witch's Oven||2 Castle Locthwain||4 Lovestruck Beast||1 Korvold, Fae-Cursed King||1 Midnight Reaper||4 Stomping Ground||4 Rotting Regisaur||2 Veil of Summer||4 Overgrown Tomb||2 Thrashing Brontodon||3 Duress||3 Massacre Girl||4 Mayhem Devil||""/>","<a class=""player"" href=""search?player=Paul+Herr"">Paul Herr</a>"
"<input name=""c"" type=""hidden"" value=""2 Forest||1 Island||1 Mountain||1 Swamp||1 Blood Crypt||4 Breeding Pool||4 Cauldron Familiar||4 Gilded Goose||2 Trail of Crumbs||4 Wicked Wolf||4 Oko, Thief of Crowns||4 Witch's Oven||4 Fabled Passage||4 Korvold, Fae-Cursed King||2 Vraska, Golgari Queen||4 Stomping Ground||2 Noxious Grasp||2 Flame Sweep||3 Veil of Summer||4 Overgrown Tomb||1 Watery Grave||3 Duress||1 Massacre Girl||4 Paradise Druid||2 Return to Nature||3 Angrath's Rampage||4 Mayhem Devil||""/>","<a class=""player"" href=""search?player=romanmy"">romanmy</a>"
"<input name=""c"" type=""hidden"" value=""2 Forest||1 Island||1 Mountain||2 Swamp||3 Blood Crypt||4 Breeding Pool||4 Cauldron Familiar||4 Gilded Goose||4 Once Upon a Time||4 Wicked Wolf||4 Oko, Thief of Crowns||4 Witch's Oven||4 Fabled Passage||3 Korvold, Fae-Cursed King||3 Vraska, Golgari Queen||3 Stomping Ground||4 Noxious Grasp||4 Flame Sweep||4 Veil of Summer||2 Negate||4 Overgrown Tomb||2 Paradise Druid||1 Angrath's Rampage||4 Mayhem Devil||""/>","<a class=""player"" href=""search?player=Swarm_OF_Mats"">Swarm_OF_Mats</a>"
"<input name=""c"" type=""hidden"" value=""2 Forest||3 Mountain||1 Swamp||4 Blood Crypt||3 Epic Downfall||3 Murderous Rider||2 Bonecrusher Giant||4 Fires of Invention||3 Beanstalk Giant||3 Questing Beast||2 Castle Locthwain||2 Fabled Passage||3 Ritual of Soot||4 Stomping Ground||4 Temple of Malady||3 Cavalier of Flame||1 Chandra, Awakened Inferno||1 Cavalier of Thorns||3 Shifting Ceratops||4 Overgrown Tomb||2 Thrashing Brontodon||2 Cry of the Carnarium||2 Biogenic Ooze||1 Bedevil||3 Duress||2 Ugin, the Ineffable||3 Bond of Flourishing||2 Return to Nature||3 Casualties of War||""/>","<a class=""player"" href=""search?player=Mason+Grode"">Mason Grode</a>"
"<input name=""c"" type=""hidden"" value=""9 Forest||7 Mountain||4 Bonecrusher Giant||4 Embercleave||4 Rimrock Knight||4 Edgewall Innkeeper||4 Questing Beast||2 Castle Embereth||2 Fabled Passage||3 Embereth Shieldbreaker||4 Lovestruck Beast||2 Cosmotronic Wave||4 Pelt Collector||4 Stomping Ground||3 Shifting Ceratops||3 Thrashing Brontodon||3 Skarrgan Hellkite||3 Gruul Spellbreaker||3 Paradise Druid||3 Domri's Ambush||""/>","<a class=""player"" href=""search?player=Frank+Karsten"">Frank Karsten</a>"
